note_id,model_type,user_id,nickname,avatar,title,desc,likes,comment_count,collected_count,share_count,ip_loc,pub_time,pics,tags
64d8fa2f000000001201c950,note,55a8b2535894466ae32e91d0,丸师兄,https://sns-avatar-qc.xhscdn.com/avatar/63b16557f6c0abc6384744a7.jpg,檀健次为相柳花了20w+（二）,"仔细分析了一下海报，我觉得我真的算少了。
已放出来的12张，分5组。
头像组2张，海面场景组2张，弯刀组3张，战损组3张，树干水景组2张。
也就是说，成品展现了5组创意。那按照我们平时做设计出方案的习惯，至少要有5x3=15个提案供选择。这肯定不是一天两天的事情。
@檀健次 和团队真的很用心。
这下我信了。不要看他嘴里说多爱这个角色，为角色付出了多少。要看他实打实付出了多少时间精力和金钱。
不仅演的时投入，连售后都这么用心。
	
有很多人问在哪里看相柳外传：
🌸檀健次wb、檀健次b站、檀健次工作室wb、檀健次工作室视频号
刚发现相柳外传还有毛球视角的单独视频，在
🌸猛禽毛球 这个wb号有发
🌸檀健次wb有所有海报的超高清图！还新增了防风邶黑衣射箭系列4张。
	
——————
看到评论有争议，把我上一条的话在这里也说一次：
这都是我瞎算的，我觉得实际开支只会比我算的多。如果觉得不合理，你说了算。
	
原帖的分析，我也贴在后面了，如果你有耐心看完的话。
——————
	



 ",9202,943,1517,1059,广东,1691941423000,;https://sns-img-hw.xhscdn.net/725d8c2d-77a9-79bd-e5b7-ec9a0d83a42a ;https://sns-img-hw.xhscdn.net/48f74be9-39c5-4d1f-6419-67038527933c ;https://sns-img-hw.xhscdn.net/7c7e99f3-8d9f-efc1-98e2-70a2cdc46635 ;https://sns-img-hw.xhscdn.net/517cb4c8-1d6b-ee91-b982-16cdfc06c94e ;https://sns-img-hw.xhscdn.net/ebfe0098-ae51-1eaf-eb57-3970c54cb94e ;https://sns-img-hw.xhscdn.net/c9c05333-19df-aee2-36d6-0072e2a24bd9 ;https://sns-img-hw.xhscdn.net/f55b3843-799f-b1a4-a545-8842763102cc ;https://sns-img-hw.xhscdn.net/24068ef8-a770-9f5b-93dd-d223edf91e95 ;https://sns-img-hw.xhscdn.net/da787e47-8538-1716-b6f0-26b27d764923,檀健次是相柳最大的粉头 我的宝藏男孩檀健次 檀健次相柳 檀健次 相柳 长相思
